"","usingObserved","treeType","scale","counted","mean","median","pi.lower","pi.upper"
"235",FALSE,"Dirichlet","0",400,0.390821530276969,0.386364572404765,0.20746135016191,0.589488963585366
"236",TRUE,"Dirichlet","0",400,0.500220915275464,0.500242631031861,0.211606305387083,0.788760712537264
"237",FALSE,"Dirichlet","1",400,0.0799244389559147,0.0686037085489082,0.0145257113036103,0.184165412710409
"238",TRUE,"Dirichlet","1",400,0.480117247917925,0.479590453719515,0.32119954826696,0.640840572551409
"239",FALSE,"Dirichlet","10",400,0.110018343266314,0.11001816466424,0.109592051887992,0.110445243871906
"240",TRUE,"Dirichlet","10",400,0.479471613021405,0.478354892030144,0.25821292322108,0.704570995057958
"241",FALSE,"Dirichlet Tree","0",420,0.439724246030312,0.437861036475957,0.272150762877572,0.613688262930427
"242",TRUE,"Dirichlet Tree","0",420,0.553510969095385,0.568276412511678,0.116512626149716,0.941671879004221
"243",FALSE,"Dirichlet Tree","1",420,0.388671223897346,0.383895808168667,0.201657149094427,0.592090358545158
"244",TRUE,"Dirichlet Tree","1",420,0.567693508825609,0.588848497324518,0.108550107526945,0.958073922733128
"245",FALSE,"Dirichlet Tree","10",420,0.659992144602785,0.659994257972996,0.656520217724025,0.663456862571732
"246",TRUE,"Dirichlet Tree","10",420,0.699355179543361,0.706548135203373,0.5179085588302,0.856110048126197
"247",FALSE,"Dirichlet","0",420,0.480882743583099,0.480111179180098,0.287455376747662,0.676959761097308
"248",TRUE,"Dirichlet","0",420,0.481219981229846,0.479759688326859,0.222481778987615,0.744987898352982
"249",FALSE,"Dirichlet","1",420,0.0900905331148421,0.090087312070296,0.0884792167889787,0.0917128367272454
"250",TRUE,"Dirichlet","1",420,0.488812796599522,0.487929647865366,0.22725159882243,0.753415962703849
"251",FALSE,"Dirichlet","10",420,0.129987634958674,0.129981954743646,0.127343021160341,0.132651624537854
"252",TRUE,"Dirichlet","10",420,0.5102204452004,0.510469165825315,0.356226184428904,0.663362485205318
"253",FALSE,"Dirichlet Tree","0",440,0.5,0.5,0.499842074609773,0.500157925390227
"254",TRUE,"Dirichlet Tree","0",440,0.610251865551204,0.624552549988138,0.271976463096511,0.899353422921035
"255",FALSE,"Dirichlet Tree","1",440,0.57000867694929,0.570010177593805,0.565388716485573,0.574623518561023
"256",TRUE,"Dirichlet Tree","1",440,0.596344950440271,0.607066383889358,0.280560983494848,0.875210524862197
"257",FALSE,"Dirichlet Tree","10",440,0.610006686278429,0.610408296786107,0.550160900341545,0.668481503637208
"258",TRUE,"Dirichlet Tree","10",440,0.760684141843449,0.79147593651208,0.446555317889552,0.96900507709269
"259",FALSE,"Dirichlet","0",440,0.517382400896242,0.518824313736399,0.24629500090801,0.783502639618907
"260",TRUE,"Dirichlet","0",440,0.564594523724805,0.580339173752267,0.141182669995028,0.935269499956913
"261",FALSE,"Dirichlet","1",440,0.119716557128138,0.102881901024375,0.0201458764604943,0.277148182948929
"262",TRUE,"Dirichlet","1",440,0.59126680384457,0.597203280302772,0.34345656761163,0.818642635685423
"263",FALSE,"Dirichlet","10",440,0.100133049498314,0.100126611098422,0.0977175951260915,0.102570465905978
"264",TRUE,"Dirichlet","10",440,0.529995511250256,0.530101480287714,0.470251435323961,0.589377853669366
"265",FALSE,"Dirichlet Tree","0",460,0.519276170256702,0.520501600582666,0.277890923915594,0.756443767224273
"266",TRUE,"Dirichlet Tree","0",460,0.571225844880627,0.579705793684842,0.248329259701387,0.864934091742801
"267",FALSE,"Dirichlet Tree","1",460,0.519924713787337,0.522625311856693,0.187728821239444,0.842837451105916
"268",TRUE,"Dirichlet Tree","1",460,0.658435456415628,0.68105032374354,0.304195667177438,0.93506518450548
"269",FALSE,"Dirichlet Tree","10",460,0.663424199063518,0.683019081349245,0.335791184924417,0.923641570833833
"270",TRUE,"Dirichlet Tree","10",460,0.768200420755894,0.849227004003344,0.277361452244063,0.998254609077383
